"id_contrat","age_souscription","genre","duree","capital_assure","fumeur","annee_souscription","age_actuel","anciennete","duree_restante"
"DC03733",46,"H",15,115000,TRUE,2020,52,6,9
"DC03734",21,"H",10,189000,FALSE,2021,26,5,5
"DC03735",56,"F",14,158000,FALSE,2024,58,2,12
"DC03736",24,"F",5,168000,FALSE,2023,27,3,2
"DC03737",32,"F",20,134000,FALSE,2022,36,4,16
"DC03738",54,"H",16,218000,TRUE,2022,58,4,12
"DC03740",41,"F",20,183000,FALSE,2022,45,4,16
"DC03741",37,"F",25,747000,FALSE,2021,42,5,20
"DC03742",23,"H",5,135000,TRUE,2023,26,3,2
"DC03743",23,"H",10,116000,FALSE,2022,27,4,6
"DC03744",60,"H",10,136000,TRUE,2025,61,1,9
"DC03745",30,"F",20,73000,FALSE,2020,36,6,14
"DC03746",39,"F",15,391000,FALSE,2023,42,3,12
"DC03747",34,"F",15,149000,FALSE,2018,42,8,7
"DC03748",32,"F",25,205000,FALSE,2024,34,2,23
"DC03749",30,"H",15,146000,FALSE,2023,33,3,12
"DC03750",43,"H",10,117000,FALSE,2022,47,4,6
"DC03751",28,"H",10,108000,TRUE,2024,30,2,8
"DC03752",21,"H",20,102000,FALSE,2023,24,3,17
"DC03753",36,"F",15,613000,FALSE,2023,39,3,12
"DC03754",50,"F",10,74000,FALSE,2021,55,5,5
"DC03755",35,"F",10,284000,FALSE,2022,39,4,6
"DC03756",40,"H",25,136000,FALSE,2022,44,4,21
"DC03757",36,"F",10,54000,FALSE,2024,38,2,8
"DC03758",50,"F",10,218000,FALSE,2020,56,6,4
"DC03759",30,"H",15,151000,FALSE,2020,36,6,9
"DC03760",29,"H",15,78000,FALSE,2023,32,3,12
"DC03761",57,"H",13,152000,FALSE,2019,64,7,6
"DC03762",45,"H",20,198000,FALSE,2023,48,3,17
"DC03764",48,"F",20,64000,FALSE,2024,50,2,18
"DC03765",60,"H",10,163000,FALSE,2023,63,3,7
"DC03766",37,"F",10,98000,FALSE,2022,41,4,6
"DC03767",42,"H",5,92000,FALSE,2022,46,4,1
"DC03768",58,"F",5,147000,FALSE,2022,62,4,1
"DC03769",43,"F",20,331000,TRUE,2023,46,3,17
"DC03770",38,"F",15,86000,FALSE,2025,39,1,14
"DC03771",25,"F",10,124000,FALSE,2022,29,4,6
"DC03772",34,"F",15,212000,FALSE,2025,35,1,14
"DC03773",32,"H",15,73000,FALSE,2025,33,1,14
"DC03774",44,"F",20,91000,TRUE,2020,50,6,14
"DC03775",43,"F",15,228000,FALSE,2023,46,3,12
"DC03776",34,"H",30,90000,FALSE,2020,40,6,24
"DC03777",30,"F",15,186000,TRUE,2020,36,6,9
"DC03778",48,"F",10,92000,FALSE,2019,55,7,3
"DC03779",28,"H",10,297000,FALSE,2021,33,5,5
"DC03780",46,"F",20,216000,TRUE,2024,48,2,18
"DC03781",59,"F",10,308000,FALSE,2024,61,2,8
"DC03782",21,"H",20,134000,TRUE,2023,24,3,17
"DC03783",30,"H",30,334000,FALSE,2022,34,4,26
"DC03784",45,"F",25,135000,FALSE,2025,46,1,24
"DC03785",30,"H",10,242000,FALSE,2022,34,4,6
"DC03786",37,"H",15,151000,FALSE,2022,41,4,11
"DC03787",45,"F",10,342000,FALSE,2022,49,4,6
"DC03788",47,"H",10,376000,FALSE,2023,50,3,7
"DC03789",52,"F",15,113000,FALSE,2022,56,4,11
"DC03790",27,"F",25,77000,FALSE,2022,31,4,21
"DC03792",37,"H",10,90000,FALSE,2023,40,3,7
"DC03793",40,"F",10,47000,FALSE,2024,42,2,8
"DC03794",22,"H",25,397000,FALSE,2023,25,3,22
"DC03795",60,"F",10,111000,FALSE,2018,68,8,2
"DC03796",38,"F",10,66000,FALSE,2022,42,4,6
"DC03797",32,"F",25,48000,FALSE,2022,36,4,21
"DC03798",59,"H",10,210000,FALSE,2022,63,4,6
"DC03799",48,"H",20,67000,FALSE,2023,51,3,17
"DC03800",44,"F",20,172000,FALSE,2021,49,5,15
"DC03801",47,"H",15,74000,TRUE,2023,50,3,12
"DC03802",22,"H",10,98000,FALSE,2022,26,4,6
"DC03803",22,"F",20,173000,TRUE,2025,23,1,19
"DC03804",28,"H",25,525000,TRUE,2020,34,6,19
"DC03805",36,"H",15,146000,TRUE,2021,41,5,10
"DC03806",43,"H",10,190000,TRUE,2023,46,3,7
"DC03807",24,"F",10,107000,FALSE,2024,26,2,8
"DC03808",30,"H",5,25000,FALSE,2025,31,1,4
"DC03809",33,"H",20,250000,FALSE,2021,38,5,15
"DC03810",31,"H",15,290000,FALSE,2021,36,5,10
"DC03811",39,"H",10,290000,FALSE,2024,41,2,8
"DC03812",40,"H",20,92000,TRUE,2022,44,4,16
"DC03813",34,"H",30,70000,FALSE,2022,38,4,26
"DC03814",45,"F",5,200000,FALSE,2022,49,4,1
"DC03815",46,"H",10,39000,FALSE,2020,52,6,4
"DC03816",48,"F",10,41000,FALSE,2024,50,2,8
"DC03817",49,"F",21,95000,FALSE,2019,56,7,14
"DC03818",60,"F",5,153000,TRUE,2022,64,4,1
"DC03819",44,"H",20,45000,FALSE,2021,49,5,15
"DC03820",44,"F",10,105000,TRUE,2022,48,4,6
"DC03821",22,"F",20,76000,FALSE,2020,28,6,14
"DC03822",26,"F",10,144000,FALSE,2022,30,4,6
"DC03823",50,"F",15,42000,TRUE,2022,54,4,11
"DC03824",33,"H",20,357000,TRUE,2022,37,4,16
"DC03825",58,"H",10,115000,FALSE,2019,65,7,3
"DC03826",42,"F",20,264000,FALSE,2025,43,1,19
"DC03827",32,"H",15,145000,FALSE,2020,38,6,9
"DC03828",56,"F",10,31000,FALSE,2020,62,6,4
"DC03829",44,"H",15,111000,TRUE,2018,52,8,7
"DC03830",28,"H",10,409000,TRUE,2023,31,3,7
"DC03831",30,"H",30,258000,FALSE,2021,35,5,25
"DC03832",32,"F",15,167000,FALSE,2018,40,8,7
"DC03833",24,"H",20,244000,TRUE,2018,32,8,12
"DC03834",31,"H",15,26000,FALSE,2023,34,3,12
"DC03835",43,"H",15,145000,FALSE,2021,48,5,10
"DC03836",57,"H",13,573000,TRUE,2021,62,5,8
"DC03837",33,"H",15,95000,FALSE,2024,35,2,13
"DC03838",43,"H",20,240000,FALSE,2021,48,5,15
"DC03839",36,"F",30,91000,FALSE,2024,38,2,28
"DC03840",24,"H",25,280000,FALSE,2024,26,2,23
"DC03841",55,"H",10,118000,FALSE,2023,58,3,7
"DC03842",55,"H",15,144000,TRUE,2025,56,1,14
"DC03843",48,"H",15,97000,FALSE,2024,50,2,13
"DC03845",54,"H",16,339000,TRUE,2025,55,1,15
"DC03846",32,"F",20,288000,FALSE,2023,35,3,17
"DC03847",35,"H",20,37000,FALSE,2021,40,5,15
"DC03848",50,"H",20,139000,FALSE,2020,56,6,14
"DC03849",47,"H",23,52000,FALSE,2023,50,3,20
"DC03850",50,"H",10,208000,FALSE,2021,55,5,5
"DC03851",30,"H",10,213000,FALSE,2021,35,5,5
"DC03852",39,"H",5,226000,FALSE,2023,42,3,2
"DC03853",34,"H",10,151000,FALSE,2018,42,8,2
"DC03854",60,"H",5,298000,TRUE,2022,64,4,1
"DC03855",33,"H",10,16000,TRUE,2022,37,4,6
"DC03856",23,"F",10,120000,TRUE,2021,28,5,5
"DC03857",20,"H",10,119000,FALSE,2023,23,3,7
"DC03858",44,"H",10,275000,FALSE,2022,48,4,6
"DC03859",56,"H",10,196000,FALSE,2020,62,6,4
"DC03860",41,"H",10,396000,FALSE,2023,44,3,7
"DC03861",43,"F",20,75000,FALSE,2022,47,4,16
"DC03862",52,"F",18,67000,FALSE,2021,57,5,13
"DC03863",37,"H",20,111000,FALSE,2018,45,8,12
"DC03864",42,"H",15,249000,FALSE,2019,49,7,8
"DC03865",54,"H",10,322000,FALSE,2022,58,4,6
"DC03866",52,"H",18,244000,FALSE,2025,53,1,17
"DC03867",55,"H",15,145000,TRUE,2022,59,4,11
"DC03868",31,"F",10,97000,TRUE,2024,33,2,8
"DC03869",34,"F",25,360000,FALSE,2020,40,6,19
"DC03870",40,"F",20,179000,FALSE,2024,42,2,18
"DC03871",54,"F",10,198000,FALSE,2019,61,7,3
"DC03872",41,"H",29,173000,TRUE,2021,46,5,24
"DC03873",56,"H",14,126000,TRUE,2022,60,4,10
"DC03874",52,"H",10,169000,FALSE,2019,59,7,3
"DC03875",46,"F",10,591000,FALSE,2024,48,2,8
"DC03876",59,"F",11,67000,FALSE,2022,63,4,7
"DC03877",58,"F",12,100000,FALSE,2022,62,4,8
"DC03878",40,"F",5,83000,FALSE,2022,44,4,1
"DC03879",29,"H",30,233000,FALSE,2025,30,1,29
"DC03880",33,"F",10,68000,FALSE,2024,35,2,8
"DC03882",20,"F",20,289000,TRUE,2019,27,7,13
"DC03883",29,"H",15,178000,FALSE,2020,35,6,9
"DC03884",45,"H",20,147000,FALSE,2024,47,2,18
"DC03885",21,"H",10,496000,FALSE,2022,25,4,6
"DC03886",35,"F",15,38000,FALSE,2023,38,3,12
"DC03887",32,"H",5,141000,FALSE,2024,34,2,3
"DC03888",32,"F",25,74000,FALSE,2020,38,6,19
"DC03889",20,"H",10,282000,TRUE,2024,22,2,8
"DC03890",36,"H",20,135000,FALSE,2025,37,1,19
"DC03891",49,"F",21,199000,FALSE,2024,51,2,19
"DC03892",50,"H",15,134000,FALSE,2023,53,3,12
"DC03893",42,"H",25,282000,FALSE,2021,47,5,20
"DC03894",30,"H",15,150000,TRUE,2022,34,4,11
"DC03895",36,"F",20,33000,FALSE,2024,38,2,18
"DC03896",45,"H",10,124000,FALSE,2025,46,1,9
"DC03897",44,"H",25,47000,FALSE,2022,48,4,21
"DC03898",48,"H",20,73000,FALSE,2020,54,6,14
"DC03899",27,"H",10,84000,FALSE,2020,33,6,4
"DC03900",52,"H",15,117000,TRUE,2024,54,2,13
"DC03901",54,"F",16,158000,TRUE,2023,57,3,13
"DC03902",20,"H",15,129000,FALSE,2021,25,5,10
"DC03903",28,"H",25,67000,FALSE,2021,33,5,20
"DC03904",52,"F",18,363000,FALSE,2018,60,8,10
"DC03905",21,"F",25,107000,FALSE,2023,24,3,22
"DC03906",43,"H",15,159000,TRUE,2025,44,1,14
"DC03907",55,"H",15,148000,FALSE,2023,58,3,12
"DC03908",36,"F",10,215000,TRUE,2025,37,1,9
"DC03909",41,"H",10,45000,FALSE,2023,44,3,7
"DC03910",33,"F",5,348000,FALSE,2022,37,4,1
"DC03911",35,"F",15,108000,FALSE,2025,36,1,14
"DC03912",34,"H",10,201000,TRUE,2023,37,3,7
"DC03913",31,"H",15,97000,FALSE,2020,37,6,9
"DC03914",25,"F",10,206000,FALSE,2025,26,1,9
"DC03915",52,"H",18,170000,FALSE,2022,56,4,14
"DC03916",57,"H",13,134000,FALSE,2024,59,2,11
"DC03917",38,"H",10,141000,FALSE,2018,46,8,2
"DC03918",50,"F",10,88000,FALSE,2021,55,5,5
"DC03919",24,"H",15,89000,FALSE,2025,25,1,14
"DC03920",52,"F",18,164000,FALSE,2024,54,2,16
"DC03921",29,"F",20,159000,FALSE,2020,35,6,14
"DC03922",35,"H",20,111000,TRUE,2025,36,1,19
"DC03923",39,"H",10,118000,FALSE,2023,42,3,7
"DC03924",28,"H",15,53000,TRUE,2024,30,2,13
"DC03925",57,"F",10,137000,FALSE,2024,59,2,8
"DC03926",57,"F",13,528000,FALSE,2022,61,4,9
"DC03927",32,"H",25,489000,TRUE,2019,39,7,18
"DC03928",56,"F",14,618000,FALSE,2021,61,5,9
"DC03929",30,"F",20,243000,FALSE,2018,38,8,12
"DC03930",37,"F",10,528000,FALSE,2021,42,5,5
"DC03931",34,"H",25,132000,FALSE,2021,39,5,20
"DC03932",47,"F",10,173000,FALSE,2019,54,7,3
"DC03933",39,"F",15,98000,FALSE,2024,41,2,13
"DC03934",34,"F",10,262000,FALSE,2022,38,4,6
"DC03935",58,"H",5,66000,FALSE,2022,62,4,1
"DC03936",21,"H",15,439000,FALSE,2020,27,6,9
"DC03937",44,"F",20,233000,FALSE,2018,52,8,12
"DC03938",44,"H",20,178000,FALSE,2022,48,4,16
"DC03939",52,"F",18,288000,FALSE,2019,59,7,11
"DC03940",27,"H",20,80000,TRUE,2023,30,3,17
"DC03941",51,"F",15,192000,FALSE,2023,54,3,12
"DC03942",52,"H",15,72000,TRUE,2019,59,7,8
"DC03943",36,"F",10,125000,FALSE,2021,41,5,5
"DC03945",25,"H",10,219000,FALSE,2023,28,3,7
"DC03946",41,"H",10,232000,FALSE,2020,47,6,4
"DC03947",23,"F",5,272000,FALSE,2023,26,3,2
"DC03948",38,"H",25,57000,FALSE,2025,39,1,24
"DC03949",20,"H",15,160000,TRUE,2019,27,7,8
"DC03950",24,"H",10,250000,TRUE,2018,32,8,2
"DC03951",24,"H",10,560000,TRUE,2020,30,6,4
"DC03952",49,"H",20,54000,FALSE,2019,56,7,13
"DC03953",48,"F",5,303000,FALSE,2022,52,4,1
"DC03954",44,"H",10,36000,TRUE,2024,46,2,8
"DC03955",60,"F",10,64000,FALSE,2018,68,8,2
"DC03956",44,"F",26,755000,FALSE,2024,46,2,24
"DC03957",50,"F",10,319000,FALSE,2024,52,2,8
"DC03958",45,"H",10,119000,FALSE,2025,46,1,9
"DC03959",59,"F",10,95000,FALSE,2025,60,1,9
"DC03960",59,"H",5,252000,TRUE,2024,61,2,3
"DC03961",33,"H",10,220000,FALSE,2023,36,3,7
"DC03962",42,"H",15,270000,TRUE,2021,47,5,10
"DC03963",60,"H",10,440000,FALSE,2019,67,7,3
"DC03964",51,"H",19,323000,FALSE,2024,53,2,17
"DC03965",53,"H",17,69000,TRUE,2021,58,5,12
"DC03966",35,"F",20,182000,FALSE,2024,37,2,18
"DC03967",36,"F",15,146000,FALSE,2021,41,5,10
"DC03969",41,"F",20,327000,FALSE,2022,45,4,16
"DC03970",59,"H",10,97000,FALSE,2021,64,5,5
"DC03971",21,"F",15,136000,FALSE,2022,25,4,11
"DC03973",24,"H",10,281000,FALSE,2025,25,1,9
"DC03974",43,"F",20,128000,FALSE,2023,46,3,17
"DC03975",50,"H",5,61000,TRUE,2022,54,4,1
"DC03976",51,"H",10,475000,TRUE,2022,55,4,6
"DC03978",56,"F",10,157000,FALSE,2020,62,6,4
"DC03979",44,"H",10,148000,FALSE,2025,45,1,9
"DC03980",59,"F",11,163000,FALSE,2023,62,3,8
"DC03981",43,"H",25,79000,TRUE,2018,51,8,17
"DC03982",37,"F",20,172000,FALSE,2024,39,2,18
"DC03983",40,"H",15,73000,TRUE,2025,41,1,14
"DC03984",25,"H",15,119000,FALSE,2022,29,4,11
"DC03985",38,"H",10,295000,TRUE,2025,39,1,9
"DC03986",43,"H",10,98000,TRUE,2021,48,5,5
"DC03987",31,"H",30,104000,FALSE,2022,35,4,26
"DC03988",36,"F",10,406000,TRUE,2024,38,2,8
"DC03989",23,"H",15,58000,FALSE,2018,31,8,7
"DC03990",26,"H",10,122000,FALSE,2023,29,3,7
"DC03991",27,"H",10,149000,FALSE,2025,28,1,9
"DC03992",52,"H",15,297000,FALSE,2020,58,6,9
"DC03993",41,"H",15,77000,FALSE,2020,47,6,9
"DC03994",38,"F",15,254000,FALSE,2023,41,3,12
"DC03995",56,"F",14,96000,FALSE,2019,63,7,7
"DC03996",24,"F",20,138000,FALSE,2024,26,2,18
"DC03997",53,"F",17,92000,FALSE,2022,57,4,13
"DC03998",23,"F",10,167000,FALSE,2024,25,2,8
"DC03999",29,"H",20,307000,FALSE,2020,35,6,14
"DC04000",40,"H",10,64000,FALSE,2019,47,7,3
"DC04001",42,"H",15,227000,TRUE,2020,48,6,9
"DC04002",30,"H",20,513000,FALSE,2022,34,4,16
"DC04003",38,"F",10,243000,TRUE,2022,42,4,6
"DC04004",32,"F",5,52000,FALSE,2024,34,2,3
"DC04005",56,"F",14,117000,FALSE,2022,60,4,10
"DC04006",59,"F",11,180000,TRUE,2019,66,7,4
"DC04007",22,"H",10,22000,FALSE,2022,26,4,6
"DC04008",38,"F",20,118000,FALSE,2024,40,2,18
"DC04009",40,"F",5,308000,FALSE,2023,43,3,2
"DC04010",24,"F",20,161000,FALSE,2020,30,6,14
"DC04011",45,"H",15,101000,FALSE,2022,49,4,11
"DC04012",24,"H",10,198000,FALSE,2024,26,2,8
"DC04013",24,"H",10,196000,TRUE,2023,27,3,7
"DC04014",21,"H",10,84000,FALSE,2022,25,4,6
"DC04016",28,"F",25,251000,TRUE,2022,32,4,21
"DC04017",33,"F",15,534000,FALSE,2024,35,2,13
"DC04018",29,"H",10,107000,FALSE,2025,30,1,9
"DC04019",31,"F",15,37000,FALSE,2022,35,4,11
"DC04020",28,"F",10,320000,FALSE,2021,33,5,5
"DC04021",60,"H",10,158000,FALSE,2018,68,8,2
"DC04022",30,"H",10,178000,TRUE,2022,34,4,6
"DC04023",48,"H",15,102000,FALSE,2022,52,4,11
"DC04024",25,"H",25,141000,FALSE,2022,29,4,21
"DC04025",25,"H",20,495000,FALSE,2023,28,3,17
"DC04026",30,"H",15,596000,FALSE,2025,31,1,14
"DC04027",45,"H",20,340000,FALSE,2022,49,4,16
"DC04028",60,"H",10,1500000,FALSE,2024,62,2,8
"DC04029",39,"F",25,911000,FALSE,2023,42,3,22
"DC04030",38,"H",15,217000,FALSE,2024,40,2,13
"DC04031",21,"F",15,105000,FALSE,2023,24,3,12
"DC04032",49,"H",15,121000,TRUE,2023,52,3,12
"DC04033",47,"F",10,63000,FALSE,2019,54,7,3
"DC04034",30,"H",15,245000,FALSE,2022,34,4,11
"DC04035",29,"F",10,244000,FALSE,2023,32,3,7
"DC04036",57,"H",13,144000,FALSE,2019,64,7,6
"DC04037",25,"F",10,221000,FALSE,2025,26,1,9
"DC04038",25,"H",20,124000,FALSE,2022,29,4,16
"DC04039",55,"H",10,61000,FALSE,2021,60,5,5
"DC04040",29,"F",15,157000,FALSE,2022,33,4,11
"DC04041",22,"H",25,45000,FALSE,2023,25,3,22
"DC04042",27,"H",20,101000,FALSE,2023,30,3,17
"DC04043",34,"F",15,127000,FALSE,2023,37,3,12
"DC04044",22,"F",20,60000,FALSE,2023,25,3,17
"DC04045",20,"H",15,238000,FALSE,2023,23,3,12
"DC04046",22,"H",10,213000,FALSE,2021,27,5,5
"DC04047",55,"F",15,103000,TRUE,2022,59,4,11
"DC04048",35,"H",10,497000,FALSE,2022,39,4,6
"DC04049",52,"H",18,95000,FALSE,2023,55,3,15
"DC04050",23,"H",10,107000,TRUE,2024,25,2,8
"DC04051",43,"H",15,129000,TRUE,2019,50,7,8
"DC04052",51,"H",10,158000,FALSE,2024,53,2,8
"DC04053",24,"H",15,95000,FALSE,2023,27,3,12
"DC04054",46,"F",10,215000,TRUE,2018,54,8,2
"DC04055",33,"H",5,39000,TRUE,2023,36,3,2
"DC04056",33,"H",5,109000,FALSE,2022,37,4,1
"DC04057",41,"H",25,71000,FALSE,2019,48,7,18
"DC04058",53,"H",10,137000,FALSE,2025,54,1,9
"DC04060",48,"H",22,162000,TRUE,2018,56,8,14
"DC04061",27,"F",10,201000,FALSE,2025,28,1,9
"DC04062",50,"H",20,407000,TRUE,2021,55,5,15
"DC04063",44,"H",20,126000,FALSE,2023,47,3,17
"DC04064",40,"H",10,45000,FALSE,2021,45,5,5
"DC04065",52,"H",15,91000,FALSE,2019,59,7,8
"DC04066",56,"H",10,330000,FALSE,2020,62,6,4
"DC04067",47,"F",15,79000,FALSE,2020,53,6,9
"DC04068",37,"H",20,284000,TRUE,2025,38,1,19
"DC04069",34,"H",20,117000,FALSE,2024,36,2,18
"DC04070",30,"H",20,300000,TRUE,2023,33,3,17
"DC04071",57,"H",13,183000,FALSE,2021,62,5,8
"DC04072",30,"H",15,132000,FALSE,2025,31,1,14
"DC04073",50,"F",10,144000,TRUE,2019,57,7,3
"DC04075",29,"H",10,65000,FALSE,2022,33,4,6
"DC04076",50,"F",5,106000,FALSE,2023,53,3,2
"DC04077",48,"H",15,51000,TRUE,2019,55,7,8
"DC04078",44,"H",15,151000,FALSE,2024,46,2,13
"DC04079",54,"F",15,198000,FALSE,2024,56,2,13
"DC04080",23,"H",15,76000,FALSE,2021,28,5,10
"DC04082",55,"H",15,339000,FALSE,2022,59,4,11
"DC04083",44,"H",15,105000,FALSE,2024,46,2,13
"DC04084",31,"H",25,133000,FALSE,2023,34,3,22
"DC04085",34,"F",15,336000,FALSE,2022,38,4,11
"DC04086",39,"H",10,63000,TRUE,2021,44,5,5
"DC04087",51,"H",19,39000,TRUE,2022,55,4,15
"DC04088",40,"H",20,614000,FALSE,2023,43,3,17
"DC04090",39,"F",10,88000,FALSE,2025,40,1,9
"DC04091",48,"F",10,20000,FALSE,2023,51,3,7
"DC04092",51,"F",15,147000,FALSE,2025,52,1,14
"DC04093",53,"H",10,636000,FALSE,2022,57,4,6
"DC04094",39,"F",10,174000,FALSE,2023,42,3,7
"DC04095",53,"H",17,211000,TRUE,2022,57,4,13
"DC04096",30,"H",10,343000,FALSE,2022,34,4,6
"DC04097",33,"F",30,80000,FALSE,2021,38,5,25
"DC04098",22,"H",10,410000,FALSE,2021,27,5,5
"DC04099",37,"H",15,166000,FALSE,2023,40,3,12
"DC04100",39,"H",30,199000,FALSE,2018,47,8,22
"DC04101",58,"F",10,340000,TRUE,2022,62,4,6
"DC04102",49,"H",10,140000,FALSE,2021,54,5,5
"DC04103",56,"F",10,205000,FALSE,2024,58,2,8
"DC04104",48,"H",15,186000,FALSE,2020,54,6,9
"DC04105",31,"F",10,43000,FALSE,2023,34,3,7
"DC04106",35,"H",10,139000,FALSE,2022,39,4,6
"DC04107",25,"H",15,541000,TRUE,2025,26,1,14
"DC04108",38,"H",5,307000,FALSE,2022,42,4,1
"DC04109",54,"F",5,150000,FALSE,2024,56,2,3
"DC04110",30,"F",25,740000,FALSE,2021,35,5,20
"DC04111",41,"F",20,164000,FALSE,2023,44,3,17
"DC04112",49,"F",20,136000,FALSE,2022,53,4,16
"DC04115",26,"H",25,88000,FALSE,2019,33,7,18
"DC04116",56,"F",10,55000,FALSE,2018,64,8,2
"DC04117",34,"H",20,400000,FALSE,2022,38,4,16
"DC04118",24,"H",25,160000,FALSE,2024,26,2,23
"DC04119",59,"F",11,251000,FALSE,2024,61,2,9
"DC04120",25,"F",25,205000,FALSE,2019,32,7,18
"DC04121",36,"F",10,182000,FALSE,2021,41,5,5
"DC04122",28,"H",20,261000,TRUE,2022,32,4,16
"DC04123",34,"F",20,134000,TRUE,2018,42,8,12
"DC04125",40,"H",15,160000,TRUE,2024,42,2,13
"DC04126",56,"F",10,274000,FALSE,2020,62,6,4
"DC04127",30,"H",10,156000,FALSE,2022,34,4,6
"DC04129",37,"H",15,140000,FALSE,2023,40,3,12
"DC04130",47,"H",10,104000,TRUE,2019,54,7,3
"DC04131",27,"F",20,226000,FALSE,2025,28,1,19
"DC04132",46,"H",15,243000,FALSE,2024,48,2,13
"DC04133",21,"F",30,271000,FALSE,2021,26,5,25
"DC04134",46,"F",15,241000,FALSE,2023,49,3,12
"DC04135",56,"F",14,55000,FALSE,2023,59,3,11
"DC04136",29,"H",15,703000,TRUE,2025,30,1,14
"DC04137",42,"F",10,361000,FALSE,2022,46,4,6
"DC04138",45,"H",15,245000,TRUE,2021,50,5,10
"DC04139",43,"H",20,42000,FALSE,2023,46,3,17
"DC04140",29,"F",15,87000,FALSE,2021,34,5,10
"DC04141",52,"F",10,127000,FALSE,2025,53,1,9
"DC04142",35,"H",10,68000,FALSE,2023,38,3,7
"DC04143",32,"F",20,63000,FALSE,2022,36,4,16
"DC04144",46,"F",10,91000,FALSE,2022,50,4,6
"DC04145",28,"H",10,179000,TRUE,2023,31,3,7
"DC04146",31,"H",10,289000,FALSE,2023,34,3,7
"DC04147",52,"F",10,187000,FALSE,2025,53,1,9
"DC04148",23,"F",10,481000,FALSE,2022,27,4,6
"DC04149",25,"F",20,163000,FALSE,2024,27,2,18
"DC04150",45,"H",15,102000,TRUE,2018,53,8,7
"DC04152",34,"F",10,306000,FALSE,2024,36,2,8
"DC04153",56,"F",10,33000,FALSE,2021,61,5,5
"DC04154",36,"H",15,75000,FALSE,2023,39,3,12
"DC04155",59,"F",5,94000,FALSE,2022,63,4,1
"DC04156",35,"H",10,311000,FALSE,2022,39,4,6
"DC04157",27,"F",25,152000,FALSE,2022,31,4,21
"DC04158",60,"H",10,90000,FALSE,2021,65,5,5
"DC04159",46,"H",20,133000,FALSE,2023,49,3,17
"DC04160",41,"H",15,395000,TRUE,2023,44,3,12
"DC04161",57,"H",13,37000,FALSE,2021,62,5,8
"DC04162",42,"F",15,239000,FALSE,2020,48,6,9
"DC04163",54,"H",15,97000,TRUE,2025,55,1,14
"DC04164",34,"F",10,173000,TRUE,2023,37,3,7
"DC04165",53,"F",17,226000,FALSE,2024,55,2,15
"DC04166",35,"F",20,1194000,FALSE,2022,39,4,16
"DC04167",51,"F",5,104000,FALSE,2023,54,3,2
"DC04168",21,"H",20,62000,TRUE,2022,25,4,16
"DC04169",26,"F",20,53000,FALSE,2024,28,2,18
"DC04170",34,"H",10,238000,FALSE,2020,40,6,4
"DC04171",49,"H",10,59000,FALSE,2024,51,2,8
"DC04172",26,"F",10,142000,FALSE,2019,33,7,3
"DC04173",56,"H",14,114000,TRUE,2022,60,4,10
"DC04174",24,"F",5,286000,FALSE,2024,26,2,3
"DC04175",20,"F",25,982000,FALSE,2023,23,3,22
"DC04176",46,"F",24,49000,FALSE,2025,47,1,23
"DC04177",58,"H",12,40000,FALSE,2022,62,4,8
"DC04178",25,"H",10,135000,FALSE,2022,29,4,6
"DC04179",59,"F",10,214000,TRUE,2023,62,3,7
"DC04180",35,"H",5,271000,FALSE,2025,36,1,4
"DC04181",27,"F",10,97000,FALSE,2022,31,4,6
"DC04182",59,"F",5,167000,FALSE,2024,61,2,3
"DC04183",24,"F",20,250000,FALSE,2024,26,2,18
"DC04184",29,"H",20,65000,FALSE,2018,37,8,12
"DC04185",30,"F",10,81000,TRUE,2019,37,7,3
"DC04186",24,"H",25,125000,FALSE,2022,28,4,21
"DC04187",38,"H",25,139000,FALSE,2019,45,7,18
"DC04188",35,"H",15,585000,FALSE,2023,38,3,12
"DC04189",56,"F",14,136000,FALSE,2020,62,6,8
"DC04190",44,"H",10,64000,FALSE,2019,51,7,3
"DC04191",39,"H",20,70000,TRUE,2024,41,2,18
"DC04192",49,"H",15,259000,FALSE,2022,53,4,11
"DC04193",39,"F",10,312000,FALSE,2022,43,4,6
"DC04194",33,"F",20,209000,FALSE,2025,34,1,19
"DC04195",44,"F",25,150000,TRUE,2022,48,4,21
"DC04196",32,"H",10,39000,FALSE,2019,39,7,3
"DC04197",40,"F",15,160000,FALSE,2018,48,8,7
"DC04198",58,"F",12,99000,FALSE,2021,63,5,7
"DC04200",56,"F",10,124000,FALSE,2022,60,4,6
"DC04201",32,"H",10,155000,FALSE,2022,36,4,6
"DC04202",41,"H",10,172000,FALSE,2020,47,6,4
"DC04203",55,"F",15,213000,FALSE,2025,56,1,14
"DC04204",38,"F",20,118000,FALSE,2022,42,4,16
"DC04205",43,"H",20,205000,FALSE,2022,47,4,16
"DC04206",38,"H",20,159000,FALSE,2021,43,5,15
"DC04207",26,"F",10,74000,TRUE,2024,28,2,8
"DC04208",44,"H",25,227000,TRUE,2021,49,5,20
"DC04209",37,"H",20,120000,FALSE,2022,41,4,16
"DC04210",45,"F",10,254000,FALSE,2024,47,2,8
"DC04211",60,"H",10,224000,FALSE,2024,62,2,8
"DC04212",43,"H",20,156000,FALSE,2021,48,5,15
"DC04213",29,"F",10,110000,FALSE,2019,36,7,3
"DC04214",38,"F",25,162000,FALSE,2024,40,2,23
"DC04215",54,"F",16,52000,FALSE,2023,57,3,13
"DC04216",46,"H",20,102000,FALSE,2023,49,3,17
