"age","age_actuariel","genre","fumeur","duree","capital","pnu_unitaire","prime_nette_annuelle","prime_commerciale","dont_frais_acquisition","dont_frais_gestion","dont_frais_capital","dont_frais_fixes","marge_technique","taux_chargement","annuite_actuarielle","hypotheses","id_contrat"
35,39,"H","TRUE",20,111000,0.100886,700.15,883.19,70.66,52.99,44.4,15,0,26.14,15.9944,"Base","DC03922"
39,40,"H","FALSE",10,118000,0.038395,502.53,656.67,52.53,39.4,47.2,15,0,30.67,9.0155,"Base","DC03923"
28,32,"H","TRUE",15,53000,0.036276,149,215.35,17.23,12.92,21.2,15,0,44.53,12.9036,"Base","DC03924"
57,58,"F","FALSE",10,137000,0.126385,1993.47,2399.15,191.93,143.95,54.8,15,0,20.35,8.6858,"Base","DC03925"
57,58,"F","FALSE",13,528000,0.182223,8991.01,10717.69,857.41,643.06,211.2,15,0,19.2,10.7011,"Base","DC03926"
32,36,"H","TRUE",25,489000,0.118745,3060.12,3803.17,304.25,228.19,195.6,15,0,24.28,18.9751,"Base","DC03927"
56,57,"F","FALSE",14,618000,0.185418,10049.24,11990.04,959.2,719.4,247.2,15,0,19.31,11.4027,"Base","DC03928"
30,31,"F","FALSE",20,243000,0.032237,475.95,683.9,54.71,41.03,97.2,15,0,43.69,16.4589,"Base","DC03929"
37,38,"F","FALSE",10,528000,0.019802,1150.59,1600.92,128.07,96.06,211.2,15,0,39.14,9.0871,"Base","DC03930"
34,35,"H","FALSE",25,132000,0.109415,758.26,960.54,76.84,57.63,52.8,15,0,26.68,19.0472,"Base","DC03931"
47,48,"F","FALSE",10,173000,0.048879,941.68,1192.88,95.43,71.57,69.2,15,0,26.68,8.9798,"Base","DC03932"
39,40,"F","FALSE",15,98000,0.042945,326.82,443.05,35.44,26.58,39.2,15,0,35.56,12.8774,"Base","DC03933"
34,35,"F","FALSE",10,262000,0.015472,445.31,657.1,52.57,39.43,104.8,15,0,47.56,9.103,"Base","DC03934"
58,59,"H","FALSE",5,66000,0.087158,1238.03,1487.71,119.02,89.26,26.4,15,0,20.17,4.6464,"Base","DC03935"
21,22,"H","FALSE",15,439000,0.019121,646.06,972.86,77.83,58.37,175.6,15,0,50.58,12.993,"Base","DC03936"
44,45,"F","FALSE",20,233000,0.111695,1632.01,2023.5,161.88,121.41,93.2,15,0,23.99,15.9466,"Base","DC03937"
44,45,"H","FALSE",20,178000,0.16688,1910.94,2322.25,185.78,139.34,71.2,15,0,21.52,15.5445,"Base","DC03938"
52,53,"F","FALSE",18,288000,0.191779,3915.45,4704.24,376.34,282.25,115.2,15,0,20.15,14.1063,"Base","DC03939"
27,31,"H","TRUE",20,80000,0.052947,259.71,356.64,28.53,21.4,32,15,0,37.32,16.3095,"Base","DC03940"
51,52,"F","FALSE",15,192000,0.130339,2016.05,2450.98,196.08,147.06,76.8,15,0,21.57,12.4129,"Base","DC03941"
52,56,"H","TRUE",15,72000,0.265771,1647.09,1966.15,157.29,117.97,28.8,15,0,19.37,11.6178,"Base","DC03942"
36,37,"F","FALSE",10,125000,0.018208,250.31,366.64,29.33,22,50,15,0,46.47,9.093,"Base","DC03943"
25,26,"H","FALSE",10,219000,0.014315,344.31,519.66,41.57,31.18,87.6,15,0,50.93,9.1048,"Base","DC03945"
41,42,"H","FALSE",10,232000,0.045341,1170.15,1485.99,118.88,89.16,92.8,15,0,26.99,8.9895,"Base","DC03946"
23,24,"F","FALSE",5,272000,0.003388,191.93,367.13,29.37,22.03,108.8,15,0,91.28,4.8013,"Base","DC03947"
38,39,"H","FALSE",25,57000,0.151917,462.7,581.97,46.56,34.92,22.8,15,0,25.78,18.7149,"Base","DC03948"
20,24,"H","TRUE",15,160000,0.021353,263.18,397.89,31.83,23.87,64,15,0,51.18,12.9814,"Base","DC03949"
24,28,"H","TRUE",10,250000,0.016084,441.94,647.61,51.81,38.86,100,15,0,46.54,9.0983,"Base","DC03950"
24,28,"H","TRUE",10,560000,0.016084,989.95,1429.01,114.32,85.74,224,15,0,44.35,9.0983,"Base","DC03951"
49,50,"H","FALSE",20,54000,0.251283,908.39,1098.83,87.91,65.93,21.6,15,0,20.96,14.9377,"Base","DC03952"
48,49,"F","FALSE",5,303000,0.022119,1405.82,1793.05,143.44,107.58,121.2,15,0,27.54,4.7674,"Base","DC03953"
44,48,"H","TRUE",10,36000,0.076139,308.9,393.38,31.47,23.6,14.4,15,0,27.35,8.8733,"Base","DC03954"
60,61,"F","FALSE",10,64000,0.167242,1255.43,1507.01,120.56,90.42,25.6,15,0,20.04,8.5257,"Base","DC03955"
44,45,"F","FALSE",26,755000,0.186079,7368.47,8936.59,714.93,536.2,302,15,0,21.28,19.0663,"Base","DC03956"
50,51,"F","FALSE",10,319000,0.064957,2323.08,2867.07,229.37,172.02,127.6,15,0,23.42,8.9198,"Base","DC03957"
45,46,"H","FALSE",10,119000,0.063902,852.54,1064.11,85.13,63.85,47.6,15,0,24.82,8.9197,"Base","DC03958"
59,60,"F","FALSE",10,95000,0.152432,1686.95,2023.19,161.86,121.39,38,15,0,19.93,8.5842,"Base","DC03959"
59,63,"H","TRUE",5,252000,0.12558,6919.66,8180.77,654.46,490.85,100.8,15,0,18.22,4.5734,"Base","DC03960"
33,34,"H","FALSE",10,220000,0.024059,583.64,798.41,63.87,47.9,88,15,0,36.8,9.0688,"Base","DC03961"
42,46,"H","TRUE",15,270000,0.114284,2471.22,3016.53,241.32,180.99,108,15,0,22.07,12.4865,"Base","DC03962"
60,61,"H","FALSE",10,440000,0.237053,12668.18,14952.54,1196.2,897.15,176,15,0,18.03,8.2335,"Base","DC03963"
51,52,"H","FALSE",19,323000,0.27191,6200.23,7377.25,590.18,442.63,129.2,15,0,18.98,14.1651,"Base","DC03964"
53,57,"H","TRUE",17,69000,0.340747,1892.79,2250.45,180.04,135.03,27.6,15,0,18.9,12.4216,"Base","DC03965"
35,36,"F","FALSE",20,182000,0.049384,549.7,741.28,59.3,44.48,72.8,15,0,34.85,16.3504,"Base","DC03966"
36,37,"F","FALSE",15,146000,0.032945,372.02,517.94,41.43,31.08,58.4,15,0,39.22,12.9291,"Base","DC03967"
41,42,"F","FALSE",20,327000,0.084844,1720.82,2170.48,173.64,130.23,130.8,15,0,26.13,16.1225,"Base","DC03969"
59,60,"H","FALSE",10,97000,0.21791,2542.74,3019.23,241.54,181.15,38.8,15,0,18.74,8.3128,"Base","DC03970"
21,22,"F","FALSE",15,136000,0.011015,114.87,214.27,17.14,12.86,54.4,15,0,86.53,13.0416,"Base","DC03971"
24,25,"H","FALSE",10,281000,0.013553,418.15,634.36,50.75,38.06,112.4,15,0,51.71,9.1077,"Base","DC03973"
43,44,"F","FALSE",20,128000,0.101913,814.74,1024.35,81.95,61.46,51.2,15,0,25.73,16.0111,"Base","DC03974"
50,54,"H","TRUE",5,61000,0.055119,714.43,876.54,70.12,52.59,24.4,15,0,22.69,4.7063,"Base","DC03975"
51,55,"H","TRUE",10,475000,0.141352,7788.19,9294.4,743.55,557.66,190,15,0,19.34,8.621,"Base","DC03976"
56,57,"F","FALSE",10,157000,0.114995,2068.13,2495.27,199.62,149.72,62.8,15,0,20.65,8.7297,"Base","DC03978"
44,45,"H","FALSE",10,148000,0.058587,969.92,1214.09,97.13,72.85,59.2,15,0,25.17,8.9398,"Base","DC03979"
59,60,"F","FALSE",11,163000,0.173255,3048.62,3638.16,291.05,218.29,65.2,15,0,19.34,9.2634,"Base","DC03980"
43,47,"H","TRUE",25,79000,0.287293,1291.26,1555.65,124.45,93.34,31.6,15,0,20.48,17.5768,"Base","DC03981"
37,38,"F","FALSE",20,172000,0.059004,623.04,821.9,65.75,49.31,68.8,15,0,31.92,16.2891,"Base","DC03982"
40,44,"H","TRUE",15,73000,0.096223,558.16,700.42,56.03,42.03,29.2,15,0,25.49,12.5847,"Base","DC03983"
25,26,"H","FALSE",15,119000,0.02407,220.89,329.64,26.37,19.78,47.6,15,0,49.23,12.9673,"Base","DC03984"
38,42,"H","TRUE",10,295000,0.045341,1487.91,1884.78,150.78,113.09,118,15,0,26.67,8.9895,"Base","DC03985"
43,47,"H","TRUE",10,98000,0.069738,768.1,956.17,76.49,57.37,39.2,15,0,24.48,8.8976,"Base","DC03986"
31,32,"H","FALSE",30,104000,0.124808,597.12,760.14,60.81,45.61,41.6,15,0,27.3,21.7378,"Base","DC03987"
36,39,"F","TRUE",10,406000,0.021568,964.33,1327.59,106.21,79.66,162.4,15,0,37.67,9.0807,"Base","DC03988"
23,24,"H","FALSE",15,58000,0.021353,95.4,155.35,12.43,9.32,23.2,15,0,62.84,12.9814,"Base","DC03989"
26,27,"H","FALSE",10,122000,0.015155,203.14,310.4,24.83,18.62,48.8,15,0,52.8,9.1017,"Base","DC03990"
27,28,"H","FALSE",10,149000,0.016084,263.4,393.02,31.44,23.58,59.6,15,0,49.21,9.0983,"Base","DC03991"
52,53,"H","FALSE",15,297000,0.207736,5158.27,6153.57,492.29,369.21,118.8,15,0,19.3,11.9609,"Base","DC03992"
41,42,"H","FALSE",15,77000,0.08111,493.09,626.61,50.13,37.6,30.8,15,0,27.08,12.6661,"Base","DC03993"
38,39,"F","FALSE",15,254000,0.039272,773.48,1034.98,82.8,62.1,101.6,15,0,33.81,12.8964,"Base","DC03994"
56,57,"F","FALSE",14,96000,0.185418,1561.05,1877.26,150.18,112.64,38.4,15,0,20.26,11.4027,"Base","DC03995"
24,25,"F","FALSE",20,138000,0.020371,170.03,279.34,22.35,16.76,55.2,15,0,64.29,16.5333,"Base","DC03996"
53,54,"F","FALSE",17,92000,0.190999,1306.94,1579.93,126.39,94.8,36.8,15,0,20.89,13.4451,"Base","DC03997"
23,24,"F","FALSE",10,167000,0.007374,134.85,251.91,20.15,15.11,66.8,15,0,86.82,9.1326,"Base","DC03998"
29,30,"H","FALSE",20,307000,0.04909,922.63,1233.06,98.64,73.98,122.8,15,0,33.65,16.3345,"Base","DC03999"
40,41,"H","FALSE",10,64000,0.041702,296.44,391.91,31.35,23.51,25.6,15,0,32.2,9.0031,"Base","DC04000"
42,46,"H","TRUE",15,227000,0.114284,2077.65,2538.9,203.11,152.33,90.8,15,0,22.2,12.4865,"Base","DC04001"
30,31,"H","FALSE",20,513000,0.052947,1665.39,2192.55,175.4,131.55,205.2,15,0,31.65,16.3095,"Base","DC04002"
38,41,"F","TRUE",10,243000,0.025691,688.64,931.21,74.5,55.87,97.2,15,0,35.22,9.0655,"Base","DC04003"
32,33,"F","FALSE",5,52000,0.005727,62.08,113.82,9.11,6.83,20.8,15,0,83.33,4.797,"Base","DC04004"
56,57,"F","FALSE",14,117000,0.185418,1902.53,2284.1,182.73,137.05,46.8,15,0,20.06,11.4027,"Base","DC04005"
59,62,"F","TRUE",11,180000,0.207777,4104.3,4873.6,389.89,292.42,72,15,0,18.74,9.1123,"Base","DC04006"
22,23,"H","FALSE",10,22000,0.012238,29.55,62.03,4.96,3.72,8.8,15,0,109.94,9.1125,"Base","DC04007"
38,39,"F","FALSE",20,118000,0.064566,468.75,617.38,49.39,37.04,47.2,15,0,31.71,16.2535,"Base","DC04008"
40,41,"F","FALSE",5,308000,0.010718,689.44,962.37,76.99,57.74,123.2,15,0,39.59,4.788,"Base","DC04009"
24,25,"F","FALSE",20,161000,0.020371,198.37,322.99,25.84,19.38,64.4,15,0,62.82,16.5333,"Base","DC04010"
45,46,"H","FALSE",15,101000,0.114284,924.42,1139.32,91.15,68.36,40.4,15,0,23.25,12.4865,"Base","DC04011"
24,25,"H","FALSE",10,198000,0.013553,294.64,452.14,36.17,27.13,79.2,15,0,53.45,9.1077,"Base","DC04012"
24,28,"H","TRUE",10,196000,0.016084,346.48,511.49,40.92,30.69,78.4,15,0,47.62,9.0983,"Base","DC04013"
21,22,"H","FALSE",10,84000,0.011673,107.57,181.6,14.53,10.9,33.6,15,0,68.81,9.1146,"Base","DC04014"
28,31,"F","TRUE",25,251000,0.049495,636.15,873.9,69.91,52.43,100.4,15,0,37.37,19.5286,"Base","DC04016"
33,34,"F","FALSE",15,534000,0.025556,1052.43,1489.57,119.17,89.37,213.6,15,0,41.54,12.9671,"Base","DC04017"
29,30,"H","FALSE",10,107000,0.018239,214.69,316.85,25.35,19.01,42.8,15,0,47.58,9.0904,"Base","DC04018"
31,32,"F","FALSE",15,37000,0.021745,61.95,106.69,8.54,6.4,14.8,15,0,72.21,12.9867,"Base","DC04019"
28,29,"F","FALSE",10,320000,0.00996,349.36,572.51,45.8,34.35,128,15,0,63.87,9.1231,"Base","DC04020"
60,61,"H","FALSE",10,158000,0.237053,4549.03,5380.5,430.44,322.83,63.2,15,0,18.28,8.2335,"Base","DC04021"
30,34,"H","TRUE",10,178000,0.024059,472.22,649.32,51.95,38.96,71.2,15,0,37.51,9.0688,"Base","DC04022"
48,49,"H","FALSE",15,102000,0.147948,1226.82,1491.42,119.31,89.49,40.8,15,0,21.57,12.3006,"Base","DC04023"
25,26,"H","FALSE",25,141000,0.054165,392.37,539.26,43.14,32.36,56.4,15,0,37.44,19.4646,"Base","DC04024"
25,26,"H","FALSE",20,495000,0.03687,1111.94,1540.63,123.25,92.44,198,15,0,38.55,16.4132,"Base","DC04025"
30,31,"H","FALSE",15,596000,0.033718,1555.76,2103.68,168.29,126.22,238.4,15,0,35.22,12.917,"Base","DC04026"
45,46,"H","FALSE",20,340000,0.181367,3993.05,4818.66,385.49,289.12,136,15,0,20.68,15.4431,"Base","DC04027"
60,61,"H","FALSE",10,1500000,0.237053,43186.99,50932.54,4074.6,3055.95,600,15,0,17.93,8.2335,"Base","DC04028"
39,40,"F","FALSE",25,911000,0.109952,5249.35,6545.05,523.6,392.7,364.4,15,0,24.68,19.0816,"Base","DC04029"
38,39,"H","FALSE",15,217000,0.063035,1071.78,1364.62,109.17,81.88,86.8,15,0,27.32,12.7625,"Base","DC04030"
21,22,"F","FALSE",15,105000,0.011015,88.69,169.4,13.55,10.16,42,15,0,91.01,13.0416,"Base","DC04031"
49,53,"H","TRUE",15,121000,0.207736,2101.52,2517.35,201.39,151.04,48.4,15,0,19.79,11.9609,"Base","DC04032"
47,48,"F","FALSE",10,63000,0.048879,342.92,445.49,35.64,26.73,25.2,15,0,29.91,8.9798,"Base","DC04033"
30,31,"H","FALSE",15,245000,0.033718,639.53,875.04,70,52.5,98,15,0,36.82,12.917,"Base","DC04034"
29,30,"F","FALSE",10,244000,0.010659,285.15,462.5,37,27.75,97.6,15,0,62.2,9.1206,"Base","DC04035"
57,58,"H","FALSE",13,144000,0.257846,3606.78,4278.35,342.27,256.7,57.6,15,0,18.62,10.2944,"Base","DC04036"
25,26,"F","FALSE",10,221000,0.008251,199.74,352.49,28.2,21.15,88.4,15,0,76.47,9.1294,"Base","DC04037"
25,26,"H","FALSE",20,124000,0.03687,278.55,399.01,31.92,23.94,49.6,15,0,43.25,16.4132,"Base","DC04038"
55,56,"H","FALSE",10,61000,0.154315,1098.42,1323.04,105.84,79.38,24.4,15,0,20.45,8.5698,"Base","DC04039"
29,30,"F","FALSE",15,157000,0.018639,225.05,352.16,28.17,21.13,62.8,15,0,56.48,13.0026,"Base","DC04040"
22,23,"H","FALSE",25,45000,0.043869,101.03,155.84,12.47,9.35,18,15,0,54.26,19.5407,"Base","DC04041"
27,28,"H","FALSE",20,101000,0.042396,261.45,368.43,29.47,22.11,40.4,15,0,40.92,16.3777,"Base","DC04042"
34,35,"F","FALSE",15,127000,0.027774,272.26,393.09,31.45,23.59,50.8,15,0,44.38,12.9557,"Base","DC04043"
22,23,"F","FALSE",20,60000,0.01778,64.46,120.3,9.62,7.22,24,15,0,86.63,16.5495,"Base","DC04044"
20,21,"H","FALSE",15,238000,0.01816,332.52,514.79,41.18,30.89,95.2,15,0,54.82,12.998,"Base","DC04045"
22,23,"H","FALSE",10,213000,0.012238,286.06,449.14,35.93,26.95,85.2,15,0,57.01,9.1125,"Base","DC04046"
55,58,"F","TRUE",15,103000,0.224453,1945.29,2327.31,186.19,139.64,41.2,15,0,19.64,11.8845,"Base","DC04047"
35,36,"H","FALSE",10,497000,0.027944,1533.84,2032.14,162.57,121.93,198.8,15,0,32.49,9.0544,"Base","DC04048"
52,53,"H","FALSE",18,95000,0.271351,1903.89,2275.45,182.04,136.53,38,15,0,19.52,13.5398,"Base","DC04049"
23,27,"H","TRUE",10,107000,0.015155,178.17,274.38,21.95,16.46,42.8,15,0,54,9.1017,"Base","DC04050"
43,47,"H","TRUE",15,129000,0.124567,1292.76,1580.65,126.45,94.84,51.6,15,0,22.27,12.4301,"Base","DC04051"
51,52,"H","FALSE",10,158000,0.108445,1958.34,2368.07,189.45,142.08,63.2,15,0,20.92,8.7494,"Base","DC04052"
24,25,"H","FALSE",15,95000,0.022645,165.81,254.43,20.35,15.27,38,15,0,53.45,12.9747,"Base","DC04053"
46,49,"F","TRUE",10,215000,0.053721,1288.82,1616.07,129.29,96.96,86,15,0,25.39,8.9618,"Base","DC04054"
33,37,"H","TRUE",5,39000,0.013005,106.03,158.87,12.71,9.53,15.6,15,0,49.84,4.7835,"Base","DC04055"
33,34,"H","FALSE",5,109000,0.010501,239.05,346.11,27.69,20.77,43.6,15,0,44.78,4.7881,"Base","DC04056"
41,42,"H","FALSE",25,71000,0.19402,749.69,922.2,73.78,55.33,28.4,15,0,23.01,18.3748,"Base","DC04057"
53,54,"H","FALSE",10,137000,0.12943,2045.72,2459.91,196.79,147.59,54.8,15,0,20.25,8.6678,"Base","DC04058"
48,52,"H","TRUE",22,162000,0.339484,3565.71,4238.97,339.12,254.34,64.8,15,0,18.88,15.4237,"Base","DC04060"
27,28,"F","FALSE",10,201000,0.009331,205.52,349.9,27.99,20.99,80.4,15,0,70.26,9.1254,"Base","DC04061"
50,54,"H","TRUE",20,407000,0.34173,9767.6,11564.42,925.15,693.87,162.8,15,0,18.4,14.2393,"Base","DC04062"
44,45,"H","FALSE",20,126000,0.16688,1352.68,1648.94,131.91,98.94,50.4,15,0,21.9,15.5445,"Base","DC04063"
40,41,"H","FALSE",10,45000,0.041702,208.43,280.74,22.46,16.84,18,15,0,34.69,9.0031,"Base","DC04064"
52,53,"H","FALSE",15,91000,0.207736,1580.48,1897.53,151.8,113.85,36.4,15,0,20.06,11.9609,"Base","DC04065"
56,57,"H","FALSE",10,330000,0.168387,6526.82,7760.26,620.82,465.62,132,15,0,18.9,8.5138,"Base","DC04066"
47,48,"F","FALSE",15,79000,0.089796,561.62,707.23,56.58,42.43,31.6,15,0,25.93,12.6312,"Base","DC04067"
37,41,"H","TRUE",20,284000,0.119293,2134.68,2631.72,210.54,157.9,113.6,15,0,23.28,15.8709,"Base","DC04068"
34,35,"H","FALSE",20,117000,0.072565,524.68,681.95,54.56,40.92,46.8,15,0,29.98,16.1817,"Base","DC04069"
30,34,"H","TRUE",20,3e+05,0.066956,1238.52,1597.11,127.77,95.83,120,15,0,28.95,16.2184,"Base","DC04070"
57,58,"H","FALSE",13,183000,0.257846,4583.62,5432.35,434.59,325.94,73.2,15,0,18.52,10.2944,"Base","DC04071"
30,31,"H","FALSE",15,132000,0.033718,344.56,479.49,38.36,28.77,52.8,15,0,39.16,12.917,"Base","DC04072"
50,53,"F","TRUE",10,144000,0.078598,1276.23,1568.41,125.47,94.1,57.6,15,0,22.89,8.8684,"Base","DC04073"
29,30,"H","FALSE",10,65000,0.018239,130.42,199.32,15.95,11.96,26,15,0,52.83,9.0904,"Base","DC04075"
50,51,"F","FALSE",5,106000,0.026754,595.91,759.67,60.77,45.58,42.4,15,0,27.48,4.759,"Base","DC04076"
48,52,"H","TRUE",15,51000,0.191007,807.92,980.61,78.45,58.84,20.4,15,0,21.37,12.0573,"Base","DC04077"
44,45,"H","FALSE",15,151000,0.104857,1262.84,1556.1,124.49,93.37,60.4,15,0,23.22,12.5379,"Base","DC04078"
54,55,"F","FALSE",15,198000,0.171656,2789.35,3352.96,268.24,201.18,79.2,15,0,20.21,12.1849,"Base","DC04079"
23,24,"H","FALSE",15,76000,0.021353,125.01,198.15,15.85,11.89,30.4,15,0,58.51,12.9814,"Base","DC04080"
55,56,"H","FALSE",15,339000,0.265771,7755.05,9192.62,735.41,551.56,135.6,15,0,18.54,11.6178,"Base","DC04082"
44,45,"H","FALSE",15,105000,0.104857,878.14,1087.37,86.99,65.24,42,15,0,23.83,12.5379,"Base","DC04083"
31,32,"H","FALSE",25,133000,0.08584,593.78,769.74,61.58,46.18,53.2,15,0,29.63,19.2272,"Base","DC04084"
34,35,"F","FALSE",15,336000,0.027774,720.3,1011.28,80.9,60.68,134.4,15,0,40.4,12.9557,"Base","DC04085"
39,43,"H","TRUE",10,63000,0.049345,346.39,449.53,35.96,26.97,25.2,15,0,29.77,8.9745,"Base","DC04086"
51,55,"H","TRUE",19,39000,0.342059,978.1,1172.91,93.83,70.37,15.6,15,0,19.92,13.6389,"Base","DC04087"
40,41,"H","FALSE",20,614000,0.119293,4615.12,5669.45,453.56,340.17,245.6,15,0,22.84,15.8709,"Base","DC04088"
39,40,"F","FALSE",10,88000,0.023525,228.15,323.67,25.89,19.42,35.2,15,0,41.86,9.0735,"Base","DC04090"
48,49,"F","FALSE",10,20000,0.053721,119.89,166.15,13.29,9.97,8,15,0,38.59,8.9618,"Base","DC04091"
51,52,"F","FALSE",15,147000,0.130339,1543.54,1880.62,150.45,112.84,58.8,15,0,21.84,12.4129,"Base","DC04092"
53,54,"H","FALSE",10,636000,0.12943,9496.94,11356.21,908.5,681.37,254.4,15,0,19.58,8.6678,"Base","DC04093"
39,40,"F","FALSE",10,174000,0.023525,451.12,622.93,49.83,37.38,69.6,15,0,38.09,9.0735,"Base","DC04094"
53,57,"H","TRUE",17,211000,0.340747,5788.09,6845.92,547.67,410.76,84.4,15,0,18.28,12.4216,"Base","DC04095"
30,31,"H","FALSE",10,343000,0.019487,735.67,1032.4,82.59,61.94,137.2,15,0,40.34,9.0857,"Base","DC04096"
33,34,"F","FALSE",30,80000,0.096557,350.64,462.37,36.99,27.74,32,15,0,31.87,22.0302,"Base","DC04097"
22,23,"H","FALSE",10,410000,0.012238,550.64,848.42,67.87,50.91,164,15,0,54.08,9.1125,"Base","DC04098"
37,38,"H","FALSE",15,166000,0.058045,753.43,970.73,77.66,58.24,66.4,15,0,28.84,12.789,"Base","DC04099"
39,40,"H","FALSE",30,199000,0.23561,2260.77,2738.81,219.1,164.33,79.6,15,0,21.14,20.7391,"Base","DC04100"
58,61,"F","TRUE",10,340000,0.167242,6669.48,7930.79,634.46,475.85,136,15,0,18.91,8.5257,"Base","DC04101"
49,50,"H","FALSE",10,140000,0.090842,1442.39,1759.76,140.78,105.59,56,15,0,22,8.8172,"Base","DC04102"
56,57,"F","FALSE",10,205000,0.114995,2700.43,3252.82,260.23,195.17,82,15,0,20.46,8.7297,"Base","DC04103"
48,49,"H","FALSE",15,186000,0.147948,2237.14,2705.28,216.42,162.32,74.4,15,0,20.93,12.3006,"Base","DC04104"
31,32,"F","FALSE",10,43000,0.012292,57.99,104.87,8.39,6.29,17.2,15,0,80.84,9.1146,"Base","DC04105"
35,36,"H","FALSE",10,139000,0.027944,428.98,580.91,46.47,34.85,55.6,15,0,35.42,9.0544,"Base","DC04106"
25,29,"H","TRUE",15,541000,0.029288,1224.47,1692.87,135.43,101.57,216.4,15,0,38.25,12.9401,"Base","DC04107"
38,39,"H","FALSE",5,307000,0.015138,972.32,1290.83,103.27,77.45,122.8,15,0,32.76,4.7797,"Base","DC04108"
54,55,"F","FALSE",5,150000,0.039382,1247.34,1537.61,123.01,92.26,60,15,0,23.27,4.7359,"Base","DC04109"
30,31,"F","FALSE",25,740000,0.049495,1875.51,2542.45,203.4,152.55,296,15,0,35.56,19.5286,"Base","DC04110"
41,42,"F","FALSE",20,164000,0.084844,863.04,1097.26,87.78,65.84,65.6,15,0,27.14,16.1225,"Base","DC04111"
49,50,"F","FALSE",20,136000,0.175767,1540.84,1872.37,149.79,112.34,54.4,15,0,21.52,15.5139,"Base","DC04112"
26,27,"H","FALSE",25,88000,0.0583,263.99,365.34,29.23,21.92,35.2,15,0,38.39,19.4339,"Base","DC04115"
56,57,"F","FALSE",10,55000,0.114995,724.51,885.47,70.84,53.13,22,15,0,22.22,8.7297,"Base","DC04116"
34,35,"H","FALSE",20,4e+05,0.072565,1793.77,2289.27,183.14,137.36,160,15,0,27.62,16.1817,"Base","DC04117"
24,25,"H","FALSE",25,160000,0.050402,413.72,572.93,45.83,34.38,64,15,0,38.48,19.4924,"Base","DC04118"
59,60,"F","FALSE",11,251000,0.173255,4694.5,5592.9,447.43,335.57,100.4,15,0,19.14,9.2634,"Base","DC04119"
25,26,"F","FALSE",25,205000,0.032819,342.41,510.94,40.88,30.66,82,15,0,49.22,19.6488,"Base","DC04120"
36,37,"F","FALSE",10,182000,0.018208,364.45,525.87,42.07,31.55,72.8,15,0,44.29,9.093,"Base","DC04121"
28,32,"H","TRUE",20,261000,0.057186,916.69,1204.75,96.38,72.29,104.4,15,0,31.42,16.282,"Base","DC04122"
34,37,"F","TRUE",20,134000,0.053958,443.01,594.89,47.59,35.69,53.6,15,0,34.29,16.3213,"Base","DC04123"
40,44,"H","TRUE",15,160000,0.096223,1223.37,1514.38,121.15,90.86,64,15,0,23.79,12.5847,"Base","DC04125"
56,57,"F","FALSE",10,274000,0.114995,3609.35,4341.81,347.34,260.51,109.6,15,0,20.29,8.7297,"Base","DC04126"
30,31,"H","FALSE",10,156000,0.019487,334.59,479.06,38.32,28.74,62.4,15,0,43.18,9.0857,"Base","DC04127"
37,38,"H","FALSE",15,140000,0.058045,635.42,821.42,65.71,49.29,56,15,0,29.27,12.789,"Base","DC04129"
47,51,"H","TRUE",10,104000,0.099252,1174.99,1432.09,114.57,85.93,41.6,15,0,21.88,8.7849,"Base","DC04130"
27,28,"F","FALSE",20,226000,0.025405,347.93,527.13,42.17,31.63,90.4,15,0,51.5,16.5018,"Base","DC04131"
46,47,"H","FALSE",15,243000,0.124567,2435.21,2962.1,236.97,177.73,97.2,15,0,21.64,12.4301,"Base","DC04132"
21,22,"F","FALSE",30,271000,0.035173,423.22,635.61,50.85,38.14,108.4,15,0,50.18,22.522,"Base","DC04133"
46,47,"F","FALSE",15,241000,0.081791,1555.31,1938.04,155.04,116.28,96.4,15,0,24.61,12.6738,"Base","DC04134"
56,57,"F","FALSE",14,55000,0.185418,894.35,1082.96,86.64,64.98,22,15,0,21.09,11.4027,"Base","DC04135"
29,33,"H","TRUE",15,703000,0.039095,2132.36,2823.91,225.91,169.43,281.2,15,0,32.43,12.8888,"Base","DC04136"
42,43,"F","FALSE",10,361000,0.030744,1226.78,1611.84,128.95,96.71,144.4,15,0,31.39,9.0469,"Base","DC04137"
45,49,"H","TRUE",15,245000,0.147948,2946.77,3557.87,284.63,213.47,98,15,0,20.74,12.3006,"Base","DC04138"
43,44,"H","FALSE",20,42000,0.153487,412.25,516.33,41.31,30.98,16.8,15,0,25.25,15.6375,"Base","DC04139"
29,30,"F","FALSE",15,87000,0.018639,124.71,202.92,16.23,12.18,34.8,15,0,62.71,13.0026,"Base","DC04140"
52,53,"F","FALSE",10,127000,0.078598,1125.57,1385.31,110.82,83.12,50.8,15,0,23.08,8.8684,"Base","DC04141"
35,36,"H","FALSE",10,68000,0.027944,209.86,293.1,23.45,17.59,27.2,15,0,39.66,9.0544,"Base","DC04142"
32,33,"F","FALSE",20,63000,0.038089,146.12,216.65,17.33,13,25.2,15,0,48.27,16.422,"Base","DC04143"
46,47,"F","FALSE",10,91000,0.044493,450.07,583.11,46.65,34.99,36.4,15,0,29.56,8.9961,"Base","DC04144"
28,32,"H","TRUE",10,179000,0.020864,411.28,578.93,46.31,34.74,71.6,15,0,40.76,9.0806,"Base","DC04145"
31,32,"H","FALSE",10,289000,0.020864,664.02,923.97,73.92,55.44,115.6,15,0,39.15,9.0806,"Base","DC04146"
